u,i,ts,idx,label
45,44,1,846,0
45,12,1,847,0
45,55,1,848,0
45,46,1,849,0
45,53,1,850,0
45,56,1,851,0
45,73,1,852,0
45,54,1,853,0
45,75,1,854,0
45,3,1,855,0
45,5,1,856,0
53,10,1,857,0
53,11,1,858,0
53,21,1,859,0
53,43,1,860,0
53,13,1,861,0
53,29,1,862,0
53,58,1,863,0
53,66,1,864,0
53,80,1,865,0
53,22,1,866,0
53,5,1,867,0
53,41,1,868,0
53,33,1,869,0
53,28,1,870,0
53,1,1,871,0
23,21,1,872,0
23,12,1,873,0
23,3,1,874,0
23,105,1,875,0
23,46,1,876,0
23,92,1,877,0
23,41,1,878,0
23,109,1,879,0
23,33,1,880,0
23,5,1,881,0
5,10,1,882,0
5,11,1,883,0
5,21,1,884,0
5,43,1,885,0
5,55,1,886,0
5,101,1,887,0
5,102,1,888,0
5,13,1,889,0
5,29,1,890,0
5,32,1,891,0
5,99,1,892,0
5,46,1,893,0
5,54,1,894,0
5,1,1,895,0
41,11,1,896,0
41,13,1,897,0
41,29,1,898,0
41,43,1,899,0
41,55,1,900,0
41,94,1,901,0
41,100,1,902,0
41,70,1,903,0
41,56,1,904,0
41,76,1,905,0
41,33,1,906,0
41,28,1,907,0
41,1,1,908,0
56,10,1,909,0
56,11,1,910,0
56,21,1,911,0
56,13,1,912,0
56,29,1,913,0
56,32,1,914,0
56,44,1,915,0
56,12,1,916,0
56,70,1,917,0
56,58,1,918,0
56,118,1,919,0
56,54,1,920,0
56,33,1,921,0
10,11,1,922,0
10,55,1,923,0
10,13,1,924,0
10,44,1,925,0
10,46,1,926,0
10,22,1,927,0
10,58,1,928,0
10,88,1,929,0
10,33,1,930,0
10,76,1,931,0
10,65,1,932,0
10,2,1,933,0
10,3,1,934,0
11,21,1,935,0
11,43,1,936,0
11,17,1,937,0
11,89,1,938,0
11,94,1,939,0
11,12,1,940,0
11,46,1,941,0
11,22,1,942,0
11,28,1,943,0
11,81,1,944,0
11,2,1,945,0
11,1,1,946,0
55,21,1,947,0
55,101,1,948,0
55,119,1,949,0
55,92,1,950,0
55,2,1,951,0
55,13,1,952,0
55,17,1,953,0
55,44,1,954,0
55,12,1,955,0
55,22,1,956,0
55,28,1,957,0
55,1,1,958,0
32,21,1,959,0
32,13,1,960,0
32,17,1,961,0
32,44,1,962,0
32,92,1,963,0
32,58,1,964,0
32,114,1,965,0
32,54,1,966,0
32,33,1,967,0
32,3,1,968,0
46,2,1,969,0
46,44,1,970,0
46,3,1,971,0
46,87,1,972,0
46,66,1,973,0
46,54,1,974,0
46,61,1,975,0
46,33,1,976,0
46,28,1,977,0
22,13,1,978,0
22,17,1,979,0
22,3,1,980,0
22,43,1,981,0
22,106,1,982,0
22,33,1,983,0
22,1,1,984,0
116,21,1,985,0
116,102,1,986,0
116,84,1,987,0
116,94,1,988,0
116,97,1,989,0
116,98,1,990,0
116,112,1,991,0
116,91,1,992,0
116,70,1,993,0
116,85,1,994,0
116,87,1,995,0
116,92,1,996,0
116,106,1,997,0
116,64,1,998,0
116,66,1,999,0
116,73,1,1000,0
116,113,1,1001,0
116,119,1,1002,0
116,109,1,1003,0
116,95,1,1004,0
116,115,1,1005,0
116,67,1,1006,0
116,76,1,1007,0
116,103,1,1008,0
116,86,1,1009,0
116,69,1,1010,0
116,80,1,1011,0
116,65,1,1012,0
116,83,1,1013,0
116,81,1,1014,0
116,63,1,1015,0
116,61,1,1016,0
116,96,1,1017,0
43,21,1,1018,0
43,44,1,1019,0
43,89,1,1020,0
43,58,1,1021,0
43,117,1,1022,0
43,88,1,1023,0
43,3,1,1024,0
43,33,1,1025,0
29,13,1,1026,0
29,17,1,1027,0
29,44,1,1028,0
29,58,1,1029,0
29,12,1,1030,0
29,1,1,1031,0
92,84,1,1032,0
92,89,1,1033,0
92,77,1,1034,0
92,91,1,1035,0
92,70,1,1036,0
92,87,1,1037,0
92,104,1,1038,0
92,110,1,1039,0
92,97,1,1040,0
92,112,1,1041,0
92,99,1,1042,0
92,108,1,1043,0
92,118,1,1044,0
92,95,1,1045,0
92,115,1,1046,0
92,117,1,1047,0
92,107,1,1048,0
92,96,1,1049,0
92,64,1,1050,0
92,66,1,1051,0
92,73,1,1052,0
92,88,1,1053,0
92,67,1,1054,0
92,86,1,1055,0
92,69,1,1056,0
92,72,1,1057,0
92,75,1,1058,0
92,80,1,1059,0
92,82,1,1060,0
92,65,1,1061,0
92,81,1,1062,0
92,63,1,1063,0
92,61,1,1064,0
58,21,1,1065,0
58,13,1,1066,0
58,3,1,1067,0
58,89,1,1068,0
58,71,1,1069,0
58,83,1,1070,0
58,54,1,1071,0
58,33,1,1072,0
58,28,1,1073,0
58,1,1,1074,0
113,104,1,1075,0
113,84,1,1076,0
113,97,1,1077,0
113,98,1,1078,0
113,100,1,1079,0
113,105,1,1080,0
113,112,1,1081,0
113,99,1,1082,0
113,108,1,1083,0
113,64,1,1084,0
113,66,1,1085,0
113,68,1,1086,0
113,79,1,1087,0
113,28,1,1088,0
113,80,1,1089,0
113,82,1,1090,0
113,65,1,1091,0
113,81,1,1092,0
113,63,1,1093,0
113,107,1,1094,0
113,74,1,1095,0
113,78,1,1096,0
113,96,1,1097,0
33,21,1,1098,0
33,2,1,1099,0
33,13,1,1100,0
33,17,1,1101,0
33,100,1,1102,0
33,112,1,1103,0
33,70,1,1104,0
33,54,1,1105,0
33,75,1,1106,0
33,28,1,1107,0
33,1,1,1108,0
103,101,1,1109,0
103,84,1,1110,0
103,77,1,1111,0
103,91,1,1112,0
103,70,1,1113,0
103,85,1,1114,0
103,87,1,1115,0
103,64,1,1116,0
103,66,1,1117,0
103,73,1,1118,0
103,67,1,1119,0
103,79,1,1120,0
103,104,1,1121,0
103,110,1,1122,0
103,105,1,1123,0
103,112,1,1124,0
103,119,1,1125,0
103,109,1,1126,0
103,117,1,1127,0
103,69,1,1128,0
103,90,1,1129,0
103,75,1,1130,0
21,104,1,1131,0
21,85,1,1132,0
21,66,1,1133,0
21,88,1,1134,0
21,3,1,1135,0
13,44,1,1136,0
13,28,1,1137,0
13,12,1,1138,0
105,102,1,1139,0
105,2,1,1140,0
105,94,1,1141,0
105,98,1,1142,0
105,110,1,1143,0
105,114,1,1144,0
105,77,1,1145,0
105,99,1,1146,0
105,91,1,1147,0
105,64,1,1148,0
105,73,1,1149,0
105,71,1,1150,0
105,95,1,1151,0
105,68,1,1152,0
105,88,1,1153,0
105,67,1,1154,0
105,76,1,1155,0
105,90,1,1156,0
105,72,1,1157,0
105,75,1,1158,0
105,65,1,1159,0
105,63,1,1160,0
105,96,1,1161,0
28,12,1,1162,0
28,73,1,1163,0
28,54,1,1164,0
28,80,1,1165,0
90,62,1,1166,0
90,89,1,1167,0
90,70,1,1168,0
90,66,1,1169,0
90,68,1,1170,0
90,88,1,1171,0
90,102,1,1172,0
90,110,1,1173,0
90,112,1,1174,0
90,109,1,1175,0
90,114,1,1176,0
90,115,1,1177,0
90,80,1,1178,0
90,82,1,1179,0
90,83,1,1180,0
90,63,1,1181,0
90,78,1,1182,0
17,2,1,1183,0
17,106,1,1184,0
17,54,1,1185,0
17,12,1,1186,0
68,62,1,1187,0
68,66,1,1188,0
68,104,1,1189,0
68,89,1,1190,0
68,100,1,1191,0
68,112,1,1192,0
68,119,1,1193,0
68,70,1,1194,0
68,108,1,1195,0
68,73,1,1196,0
68,109,1,1197,0
68,95,1,1198,0
68,86,1,1199,0
68,80,1,1200,0
68,83,1,1201,0
68,81,1,1202,0
68,74,1,1203,0
68,78,1,1204,0
68,96,1,1205,0
68,67,1,1206,0
72,70,1,1207,0
72,64,1,1208,0
72,66,1,1209,0
72,71,1,1210,0
72,67,1,1211,0
72,69,1,1212,0
72,104,1,1213,0
72,84,1,1214,0
72,97,1,1215,0
72,99,1,1216,0
72,91,1,1217,0
72,119,1,1218,0
72,85,1,1219,0
72,87,1,1220,0
72,106,1,1221,0
72,108,1,1222,0
72,95,1,1223,0
72,79,1,1224,0
72,86,1,1225,0
72,80,1,1226,0
72,82,1,1227,0
72,83,1,1228,0
72,81,1,1229,0
72,74,1,1230,0
72,78,1,1231,0
72,63,1,1232,0
72,61,1,1233,0
75,64,1,1234,0
75,66,1,1235,0
75,73,1,1236,0
75,67,1,1237,0
75,101,1,1238,0
75,102,1,1239,0
75,104,1,1240,0
75,84,1,1241,0
75,89,1,1242,0
75,94,1,1243,0
75,98,1,1244,0
75,112,1,1245,0
75,91,1,1246,0
75,108,1,1247,0
75,109,1,1248,0
75,114,1,1249,0
75,117,1,1250,0
75,76,1,1251,0
75,80,1,1252,0
75,82,1,1253,0
75,83,1,1254,0
75,65,1,1255,0
44,88,1,1256,0
44,12,1,1257,0
44,3,1,1258,0
88,77,1,1259,0
88,87,1,1260,0
88,64,1,1261,0
88,73,1,1262,0
88,102,1,1263,0
88,104,1,1264,0
88,110,1,1265,0
88,89,1,1266,0
88,94,1,1267,0
88,106,1,1268,0
88,118,1,1269,0
88,95,1,1270,0
88,76,1,1271,0
88,79,1,1272,0
88,69,1,1273,0
88,80,1,1274,0
88,65,1,1275,0
88,61,1,1276,0
76,62,1,1277,0
76,66,1,1278,0
76,73,1,1279,0
76,101,1,1280,0
76,102,1,1281,0
76,110,1,1282,0
76,89,1,1283,0
76,94,1,1284,0
76,97,1,1285,0
76,112,1,1286,0
76,77,1,1287,0
76,91,1,1288,0
76,119,1,1289,0
76,85,1,1290,0
76,109,1,1291,0
76,118,1,1292,0
76,95,1,1293,0
76,86,1,1294,0
76,81,1,1295,0
76,65,1,1296,0
76,63,1,1297,0
76,61,1,1298,0
65,102,1,1299,0
65,110,1,1300,0
65,97,1,1301,0
65,98,1,1302,0
65,100,1,1303,0
65,77,1,1304,0
65,99,1,1305,0
65,119,1,1306,0
65,70,1,1307,0
65,87,1,1308,0
65,108,1,1309,0
65,109,1,1310,0
65,95,1,1311,0
65,115,1,1312,0
65,69,1,1313,0
65,83,1,1314,0
65,74,1,1315,0
65,61,1,1316,0
89,62,1,1317,0
89,97,1,1318,0
89,98,1,1319,0
89,100,1,1320,0
89,99,1,1321,0
89,91,1,1322,0
89,119,1,1323,0
89,106,1,1324,0
89,109,1,1325,0
89,114,1,1326,0
89,115,1,1327,0
89,77,1,1328,0
89,70,1,1329,0
89,85,1,1330,0
89,66,1,1331,0
89,73,1,1332,0
89,71,1,1333,0
89,67,1,1334,0
89,82,1,1335,0
89,63,1,1336,0
89,74,1,1337,0
94,84,1,1338,0
94,101,1,1339,0
94,106,1,1340,0
94,118,1,1341,0
94,95,1,1342,0
94,114,1,1343,0
94,117,1,1344,0
94,77,1,1345,0
94,87,1,1346,0
94,66,1,1347,0
94,79,1,1348,0
94,86,1,1349,0
94,80,1,1350,0
94,83,1,1351,0
94,81,1,1352,0
94,63,1,1353,0
94,61,1,1354,0
94,74,1,1355,0
94,78,1,1356,0
12,2,1,1357,0
12,79,1,1358,0
12,3,1,1359,0
12,1,1,1360,0
81,62,1,1361,0
81,77,1,1362,0
81,70,1,1363,0
81,64,1,1364,0
81,69,1,1365,0
81,80,1,1366,0
81,102,1,1367,0
81,104,1,1368,0
81,110,1,1369,0
81,97,1,1370,0
81,112,1,1371,0
81,99,1,1372,0
81,91,1,1373,0
81,119,1,1374,0
81,85,1,1375,0
81,106,1,1376,0
81,109,1,1377,0
81,114,1,1378,0
81,115,1,1379,0
81,82,1,1380,0
81,61,1,1381,0
81,1,1,1382,0
98,97,1,1383,0
98,101,1,1384,0
98,102,1,1385,0
98,99,1,1386,0
98,114,1,1387,0
98,107,1,1388,0
98,85,1,1389,0
98,66,1,1390,0
98,71,1,1391,0
98,67,1,1392,0
98,79,1,1393,0
98,69,1,1394,0
98,82,1,1395,0
98,83,1,1396,0
98,61,1,1397,0
98,74,1,1398,0
77,62,1,1399,0
77,104,1,1400,0
77,97,1,1401,0
77,100,1,1402,0
77,91,1,1403,0
77,85,1,1404,0
77,106,1,1405,0
77,108,1,1406,0
77,109,1,1407,0
77,95,1,1408,0
77,114,1,1409,0
77,115,1,1410,0
77,79,1,1411,0
77,86,1,1412,0
77,83,1,1413,0
77,107,1,1414,0
77,70,1,1415,0
77,64,1,1416,0
77,66,1,1417,0
77,71,1,1418,0
77,63,1,1419,0
77,61,1,1420,0
54,86,1,1421,0
99,62,1,1422,0
99,97,1,1423,0
99,110,1,1424,0
99,119,1,1425,0
99,109,1,1426,0
99,114,1,1427,0
99,115,1,1428,0
99,117,1,1429,0
99,91,1,1430,0
99,70,1,1431,0
99,85,1,1432,0
99,87,1,1433,0
99,66,1,1434,0
99,71,1,1435,0
99,67,1,1436,0
99,79,1,1437,0
99,80,1,1438,0
99,82,1,1439,0
99,61,1,1440,0
99,78,1,1441,0
118,101,1,1442,0
118,104,1,1443,0
118,97,1,1444,0
118,100,1,1445,0
118,91,1,1446,0
118,70,1,1447,0
118,64,1,1448,0
118,73,1,1449,0
118,109,1,1450,0
118,95,1,1451,0
118,117,1,1452,0
118,79,1,1453,0
118,86,1,1454,0
118,69,1,1455,0
118,63,1,1456,0
118,61,1,1457,0
118,96,1,1458,0
95,91,1,1459,0
95,85,1,1460,0
95,87,1,1461,0
95,64,1,1462,0
95,73,1,1463,0
95,102,1,1464,0
95,110,1,1465,0
95,106,1,1466,0
95,108,1,1467,0
95,114,1,1468,0
95,115,1,1469,0
95,96,1,1470,0
95,86,1,1471,0
95,69,1,1472,0
95,83,1,1473,0
95,63,1,1474,0
95,61,1,1475,0
95,74,1,1476,0
95,78,1,1477,0
101,102,1,1478,0
101,110,1,1479,0
101,112,1,1480,0
101,106,1,1481,0
101,108,1,1482,0
101,109,1,1483,0
101,115,1,1484,0
101,84,1,1485,0
101,100,1,1486,0
101,70,1,1487,0
101,87,1,1488,0
101,64,1,1489,0
101,66,1,1490,0
101,73,1,1491,0
101,67,1,1492,0
101,79,1,1493,0
101,80,1,1494,0
101,82,1,1495,0
101,63,1,1496,0
101,74,1,1497,0
101,96,1,1498,0
108,104,1,1499,0
108,62,1,1500,0
108,97,1,1501,0
108,91,1,1502,0
108,106,1,1503,0
108,110,1,1504,0
108,119,1,1505,0
108,109,1,1506,0
108,115,1,1507,0
108,64,1,1508,0
108,73,1,1509,0
108,71,1,1510,0
108,82,1,1511,0
108,83,1,1512,0
108,63,1,1513,0
108,78,1,1514,0
108,96,1,1515,0
104,102,1,1516,0
104,106,1,1517,0
104,115,1,1518,0
104,2,1,1519,0
104,70,1,1520,0
104,79,1,1521,0
104,69,1,1522,0
104,82,1,1523,0
104,83,1,1524,0
104,63,1,1525,0
104,61,1,1526,0
104,78,1,1527,0
104,1,1,1528,0
85,84,1,1529,0
85,3,1,1530,0
85,91,1,1531,0
85,106,1,1532,0
85,114,1,1533,0
85,115,1,1534,0
85,86,1,1535,0
85,107,1,1536,0
85,64,1,1537,0
85,66,1,1538,0
85,73,1,1539,0
85,67,1,1540,0
85,79,1,1541,0
85,63,1,1542,0
85,61,1,1543,0
85,78,1,1544,0
66,62,1,1545,0
66,64,1,1546,0
66,110,1,1547,0
66,91,1,1548,0
66,70,1,1549,0
66,73,1,1550,0
66,71,1,1551,0
66,115,1,1552,0
66,79,1,1553,0
66,69,1,1554,0
66,80,1,1555,0
66,82,1,1556,0
66,83,1,1557,0
66,107,1,1558,0
66,74,1,1559,0
66,61,1,1560,0
84,62,1,1561,0
84,102,1,1562,0
84,97,1,1563,0
84,100,1,1564,0
84,112,1,1565,0
84,106,1,1566,0
84,114,1,1567,0
84,70,1,1568,0
84,73,1,1569,0
84,71,1,1570,0
84,67,1,1571,0
84,79,1,1572,0
84,80,1,1573,0
84,74,1,1574,0
112,110,1,1575,0
112,2,1,1576,0
112,62,1,1577,0
112,97,1,1578,0
112,119,1,1579,0
112,115,1,1580,0
112,70,1,1581,0
112,106,1,1582,0
112,67,1,1583,0
112,69,1,1584,0
112,80,1,1585,0
112,83,1,1586,0
112,63,1,1587,0
112,74,1,1588,0
112,96,1,1589,0
86,62,1,1590,0
86,70,1,1591,0
86,71,1,1592,0
86,79,1,1593,0
86,100,1,1594,0
86,91,1,1595,0
86,87,1,1596,0
86,106,1,1597,0
86,109,1,1598,0
86,96,1,1599,0
86,69,1,1600,0
86,80,1,1601,0
86,82,1,1602,0
86,83,1,1603,0
86,63,1,1604,0
86,61,1,1605,0
86,78,1,1606,0
62,102,1,1607,0
62,97,1,1608,0
62,100,1,1609,0
62,91,1,1610,0
62,70,1,1611,0
62,73,1,1612,0
62,71,1,1613,0
62,117,1,1614,0
62,67,1,1615,0
62,79,1,1616,0
62,80,1,1617,0
62,82,1,1618,0
62,63,1,1619,0
62,96,1,1620,0
62,61,1,1621,0
64,110,1,1622,0
64,97,1,1623,0
64,100,1,1624,0
64,73,1,1625,0
64,109,1,1626,0
64,71,1,1627,0
64,69,1,1628,0
64,83,1,1629,0
64,78,1,1630,0
64,96,1,1631,0
64,63,1,1632,0
114,2,1,1633,0
114,91,1,1634,0
114,70,1,1635,0
114,87,1,1636,0
114,106,1,1637,0
114,71,1,1638,0
114,119,1,1639,0
114,115,1,1640,0
114,80,1,1641,0
114,82,1,1642,0
114,74,1,1643,0
114,96,1,1644,0
100,97,1,1645,0
100,106,1,1646,0
100,109,1,1647,0
100,107,1,1648,0
100,91,1,1649,0
100,87,1,1650,0
100,73,1,1651,0
100,67,1,1652,0
100,82,1,1653,0
100,61,1,1654,0
100,78,1,1655,0
106,102,1,1656,0
106,97,1,1657,0
106,70,1,1658,0
106,117,1,1659,0
106,71,1,1660,0
106,82,1,1661,0
106,83,1,1662,0
106,63,1,1663,0
106,74,1,1664,0
106,78,1,1665,0
61,102,1,1666,0
61,110,1,1667,0
61,91,1,1668,0
61,73,1,1669,0
61,109,1,1670,0
61,71,1,1671,0
61,115,1,1672,0
61,117,1,1673,0
61,67,1,1674,0
61,107,1,1675,0
61,74,1,1676,0
78,70,1,1677,0
78,71,1,1678,0
78,69,1,1679,0
78,74,1,1680,0
78,97,1,1681,0
78,119,1,1682,0
78,109,1,1683,0
78,79,1,1684,0
78,80,1,1685,0
78,83,1,1686,0
78,107,1,1687,0
71,70,1,1688,0
71,110,1,1689,0
71,119,1,1690,0
71,87,1,1691,0
71,109,1,1692,0
71,115,1,1693,0
71,82,1,1694,0
71,107,1,1695,0
71,69,1,1696,0
71,63,1,1697,0
79,102,1,1698,0
79,119,1,1699,0
79,117,1,1700,0
79,83,1,1701,0
79,96,1,1702,0
79,69,1,1703,0
79,74,1,1704,0
69,102,1,1705,0
69,110,1,1706,0
69,91,1,1707,0
69,119,1,1708,0
69,73,1,1709,0
69,80,1,1710,0
69,83,1,1711,0
69,74,1,1712,0
69,63,1,1713,0
97,110,1,1714,0
97,109,1,1715,0
97,115,1,1716,0
97,117,1,1717,0
97,87,1,1718,0
97,73,1,1719,0
97,96,1,1720,0
115,110,1,1721,0
115,91,1,1722,0
115,109,1,1723,0
115,67,1,1724,0
115,82,1,1725,0
115,74,1,1726,0
115,96,1,1727,0
117,102,1,1728,0
117,110,1,1729,0
117,109,1,1730,0
109,70,1,1731,0
109,119,1,1732,0
109,67,1,1733,0
109,80,1,1734,0
109,63,1,1735,0
109,74,1,1736,0
119,102,1,1737,0
119,2,1,1738,0
119,70,1,1739,0
119,87,1,1740,0
119,80,1,1741,0
119,82,1,1742,0
119,83,1,1743,0
119,107,1,1744,0
119,74,1,1745,0
119,96,1,1746,0
73,110,1,1747,0
73,87,1,1748,0
73,80,1,1749,0
73,107,1,1750,0
73,67,1,1751,0
73,63,1,1752,0
82,110,1,1753,0
82,91,1,1754,0
82,83,1,1755,0
82,63,1,1756,0
74,63,1,1757,0
74,91,1,1758,0
74,80,1,1759,0
74,83,1,1760,0
74,107,1,1761,0
102,91,1,1762,0
102,87,1,1763,0
102,80,1,1764,0
102,83,1,1765,0
102,63,1,1766,0
110,91,1,1767,0
110,70,1,1768,0
110,87,1,1769,0
110,63,1,1770,0
110,107,1,1771,0
2,91,1,1772,0
91,87,1,1773,0
91,67,1,1774,0
91,83,1,1775,0
91,63,1,1776,0
70,87,1,1777,0
70,80,1,1778,0
70,83,1,1779,0
70,107,1,1780,0
70,63,1,1781,0
67,87,1,1782,0
67,83,1,1783,0
67,107,1,1784,0
80,87,1,1785,0
63,83,1,1786,0
0,6,2,0,0
0,7,2,1,0
0,9,2,2,0
0,14,2,3,0
0,15,2,4,0
0,16,2,5,0
0,18,2,6,0
0,20,2,7,0
0,24,2,8,0
0,30,2,9,0
0,34,2,10,0
0,35,2,11,0
0,37,2,12,0
0,40,2,13,0
0,42,2,14,0
0,48,2,15,0
0,50,2,16,0
0,51,2,17,0
0,59,2,18,0
0,93,2,19,0
0,53,2,20,0
0,11,2,21,0
6,9,2,22,0
6,14,2,23,0
6,15,2,24,0
6,25,2,25,0
6,26,2,26,0
6,34,2,27,0
6,35,2,28,0
6,47,2,29,0
6,31,2,30,0
6,38,2,31,0
6,23,2,32,0
6,10,2,33,0
6,11,2,34,0
6,55,2,35,0
6,46,2,36,0
6,22,2,37,0
6,33,2,38,0
6,54,2,39,0
7,8,2,40,0
7,9,2,41,0
7,15,2,42,0
7,26,2,43,0
7,27,2,44,0
7,37,2,45,0
7,40,2,46,0
7,59,2,47,0
7,31,2,48,0
7,39,2,49,0
7,49,2,50,0
7,19,2,51,0
7,53,2,52,0
7,10,2,53,0
7,55,2,54,0
7,32,2,55,0
7,46,2,56,0
7,22,2,57,0
7,58,2,58,0
7,33,2,59,0
7,103,2,60,0
7,101,2,61,0
7,1,2,62,0
9,4,2,63,0
9,8,2,64,0
9,14,2,65,0
9,24,2,66,0
9,30,2,67,0
9,35,2,68,0
9,37,2,69,0
9,42,2,70,0
9,51,2,71,0
9,57,2,72,0
9,52,2,73,0
9,19,2,74,0
9,38,2,75,0
9,29,2,76,0
9,13,2,77,0
9,17,2,78,0
9,68,2,79,0
9,75,2,80,0
9,54,2,81,0
9,5,2,82,0
9,1,2,83,0
14,15,2,84,0
14,16,2,85,0
14,24,2,86,0
14,37,2,87,0
14,42,2,88,0
14,47,2,89,0
14,50,2,90,0
14,57,2,91,0
14,60,2,92,0
14,49,2,93,0
14,23,2,94,0
14,56,2,95,0
14,22,2,96,0
14,43,2,97,0
14,29,2,98,0
14,21,2,99,0
14,44,2,100,0
14,89,2,101,0
14,77,2,102,0
14,54,2,103,0
14,5,2,104,0
14,12,2,105,0
14,2,2,106,0
15,8,2,107,0
15,16,2,108,0
15,25,2,109,0
15,36,2,110,0
15,40,2,111,0
15,47,2,112,0
15,50,2,113,0
15,51,2,114,0
15,52,2,115,0
15,19,2,116,0
15,41,2,117,0
15,43,2,118,0
15,58,2,119,0
15,21,2,120,0
15,28,2,121,0
15,17,2,122,0
15,44,2,123,0
15,118,2,124,0
15,95,2,125,0
15,12,2,126,0
15,2,2,127,0
15,1,2,128,0
16,8,2,129,0
16,24,2,130,0
16,26,2,131,0
16,34,2,132,0
16,37,2,133,0
16,48,2,134,0
16,57,2,135,0
16,59,2,136,0
16,31,2,137,0
16,39,2,138,0
16,19,2,139,0
16,22,2,140,0
16,29,2,141,0
16,58,2,142,0
16,33,2,143,0
16,28,2,144,0
16,17,2,145,0
16,54,2,146,0
16,5,2,147,0
16,10,2,148,0
16,11,2,149,0
16,2,2,150,0
16,1,2,151,0
18,4,2,152,0
18,24,2,153,0
18,26,2,154,0
18,27,2,155,0
18,35,2,156,0
18,40,2,157,0
18,48,2,158,0
18,51,2,159,0
18,93,2,160,0
18,52,2,161,0
18,38,2,162,0
18,45,2,163,0
18,41,2,164,0
18,32,2,165,0
18,43,2,166,0
18,29,2,167,0
18,21,2,168,0
18,28,2,169,0
18,44,2,170,0
18,54,2,171,0
18,5,2,172,0
18,10,2,173,0
18,11,2,174,0
18,17,2,175,0
18,2,2,176,0
18,1,2,177,0
20,4,2,178,0
20,24,2,179,0
20,26,2,180,0
20,30,2,181,0
20,34,2,182,0
20,35,2,183,0
20,36,2,184,0
20,37,2,185,0
20,40,2,186,0
20,50,2,187,0
20,57,2,188,0
20,59,2,189,0
20,52,2,190,0
20,39,2,191,0
20,53,2,192,0
20,23,2,193,0
20,41,2,194,0
20,55,2,195,0
20,43,2,196,0
20,44,2,197,0
20,19,2,198,0
20,10,2,199,0
20,11,2,200,0
20,17,2,201,0
20,1,2,202,0
24,4,2,203,0
24,8,2,204,0
24,27,2,205,0
24,35,2,206,0
24,36,2,207,0
24,37,2,208,0
24,48,2,209,0
24,52,2,210,0
24,53,2,211,0
24,55,2,212,0
24,46,2,213,0
24,58,2,214,0
24,28,2,215,0
24,68,2,216,0
24,54,2,217,0
24,19,2,218,0
24,23,2,219,0
24,10,2,220,0
24,11,2,221,0
24,21,2,222,0
24,13,2,223,0
24,12,2,224,0
24,1,2,225,0
30,4,2,226,0
30,25,2,227,0
30,47,2,228,0
30,48,2,229,0
30,51,2,230,0
30,57,2,231,0
30,59,2,232,0
30,52,2,233,0
30,39,2,234,0
30,49,2,235,0
30,56,2,236,0
30,46,2,237,0
30,43,2,238,0
30,104,2,239,0
30,117,2,240,0
30,23,2,241,0
30,10,2,242,0
30,29,2,243,0
30,28,2,244,0
30,17,2,245,0
30,12,2,246,0
30,2,2,247,0
34,4,2,248,0
34,25,2,249,0
34,26,2,250,0
34,37,2,251,0
34,39,2,252,0
34,41,2,253,0
34,58,2,254,0
34,44,2,255,0
34,54,2,256,0
34,100,2,257,0
34,31,2,258,0
34,11,2,259,0
34,22,2,260,0
34,29,2,261,0
34,28,2,262,0
34,3,2,263,0
35,8,2,264,0
35,25,2,265,0
35,37,2,266,0
35,57,2,267,0
35,39,2,268,0
35,38,2,269,0
35,45,2,270,0
35,53,2,271,0
35,56,2,272,0
35,43,2,273,0
35,58,2,274,0
35,76,2,275,0
35,65,2,276,0
35,22,2,277,0
35,21,2,278,0
35,13,2,279,0
35,28,2,280,0
35,2,2,281,0
37,4,2,282,0
37,27,2,283,0
37,40,2,284,0
37,47,2,285,0
37,57,2,286,0
37,60,2,287,0
37,52,2,288,0
37,49,2,289,0
37,38,2,290,0
37,41,2,291,0
37,56,2,292,0
37,55,2,293,0
37,46,2,294,0
37,43,2,295,0
37,44,2,296,0
37,54,2,297,0
37,64,2,298,0
37,31,2,299,0
37,23,2,300,0
37,5,2,301,0
37,10,2,302,0
37,33,2,303,0
37,21,2,304,0
37,2,2,305,0
37,3,2,306,0
40,4,2,307,0
40,25,2,308,0
40,26,2,309,0
40,48,2,310,0
40,60,2,311,0
40,46,2,312,0
40,43,2,313,0
40,58,2,314,0
40,39,2,315,0
40,5,2,316,0
40,29,2,317,0
40,21,2,318,0
42,4,2,319,0
42,8,2,320,0
42,25,2,321,0
42,36,2,322,0
42,51,2,323,0
42,52,2,324,0
42,55,2,325,0
42,46,2,326,0
42,43,2,327,0
42,58,2,328,0
42,44,2,329,0
42,23,2,330,0
42,41,2,331,0
42,33,2,332,0
42,13,2,333,0
42,2,2,334,0
48,8,2,335,0
48,25,2,336,0
48,26,2,337,0
48,57,2,338,0
48,59,2,339,0
48,49,2,340,0
48,58,2,341,0
48,81,2,342,0
48,31,2,343,0
48,10,2,344,0
48,32,2,345,0
48,29,2,346,0
48,33,2,347,0
48,12,2,348,0
48,2,2,349,0
48,1,2,350,0
50,4,2,351,0
50,8,2,352,0
50,27,2,353,0
50,47,2,354,0
50,51,2,355,0
50,57,2,356,0
50,53,2,357,0
50,56,2,358,0
50,49,2,359,0
50,19,2,360,0
50,38,2,361,0
50,23,2,362,0
50,11,2,363,0
50,32,2,364,0
50,22,2,365,0
50,21,2,366,0
50,13,2,367,0
50,17,2,368,0
50,12,2,369,0
50,1,2,370,0
51,25,2,371,0
51,57,2,372,0
51,59,2,373,0
51,52,2,374,0
51,55,2,375,0
51,77,2,376,0
51,54,2,377,0
51,39,2,378,0
